"HMM Profile";"Profile Length";"locus_tag";"Gene Length";"E Value";"Profile Start";"Profile End";"Gene Start";"Gene End";"Coverage";"HMM_Profile_simple";"HK"
"PL28.hmm";277;"PROKKA_10989";309;5,4e-135;1;253;54;306;0,909747292;"PL28";"PROKKA_10989_1_PL28"
"GH3.hmm";216;"PROKKA_10990";725;1,8e-67;3;216;60;296;0,986111111;"GH3";"PROKKA_10990_1_GH3"
"GH105.hmm";332;"PROKKA_10991";380;6,7e-74;12;332;58;377;0,963855422;"GH105";"PROKKA_10991_1_GH105"
"GH3.hmm";216;"PROKKA_10992";756;2,6e-59;3;215;112;341;0,981481481;"GH3";"PROKKA_10992_1_GH3"
"GH43_29.hmm";278;"PROKKA_10993";455;9,3e-50;1;278;26;313;0,996402878;"GH43";"PROKKA_10993_1_GH43"
"PL24.hmm";466;"PROKKA_10996";703;8,9e-88;30;463;47;478;0,929184549;"PL24";"PROKKA_10996_1_PL24"
"GH78.hmm";504;"PROKKA_10997";1178;1,7e-96;8;503;607;1138;0,982142857;"GH78";"PROKKA_10997_1_GH78"
"CE6.hmm";99;"PROKKA_11089";254;1,2e-27;2;98;90;178;0,96969697;"CE6";"PROKKA_11089_1_CE6"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_11095";331;5,6e-30;4;165;1;161;0,947058824;"GT2";"PROKKA_11095_1_GT2"
"GH16.hmm";189;"PROKKA_11120";532;2e-49;2;189;199;437;0,989417989;"GH16";"PROKKA_11120_1_GH16"
"GH2.hmm";752;"PROKKA_11273";1039;3,5e-207;19;751;54;903;0,973404255;"GH2";"PROKKA_11273_1_GH2"
"GT2_Glyco_tranf_2_3.hmm";230;"PROKKA_11297";497;2,9e-24;1;227;54;281;0,982608696;"GT2";"PROKKA_11297_1_GT2"
"GH113.hmm";306;"PROKKA_11301";335;4,9e-109;1;306;25;328;0,996732026;"GH113";"PROKKA_11301_1_GH113"
"CE1.hmm";227;"PROKKA_11315";399;6,6e-29;7;209;142;372;0,889867841;"CE1";"PROKKA_11315_1_CE1"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_11376";241;5,6e-24;2;168;6;171;0,976470588;"GT2";"PROKKA_11376_1_GT2"
"GT2_Glyco_tranf_2_3.hmm";230;"PROKKA_11396";501;2,3e-25;1;227;59;286;0,982608696;"GT2";"PROKKA_11396_1_GT2"
"CE1.hmm";227;"PROKKA_11440";212;2,3e-17;22;207;12;193;0,814977974;"CE1";"PROKKA_11440_1_CE1"
"CE14.hmm";124;"PROKKA_11454";239;3,9e-23;1;124;6;111;0,991935484;"CE14";"PROKKA_11454_1_CE14"
"GT19.hmm";354;"PROKKA_11700";422;4,3e-122;1;333;13;352;0,937853107;"GT19";"PROKKA_11700_1_GT19"
"GH23.hmm";135;"PROKKA_11709";471;2,2e-22;3;126;298;459;0,911111111;"GH23";"PROKKA_11709_1_GH23"
"GH3.hmm";216;"PROKKA_11741";340;5,4e-47;5;215;51;274;0,972222222;"GH3";"PROKKA_11741_1_GH3"
"GT35.hmm";674;"PROKKA_11762";819;8,4e-282;1;674;97;813;0,99851632;"GT35";"PROKKA_11762_1_GT35"
"GH16.hmm";189;"PROKKA_11788";652;4,1e-39;9;186;43;275;0,936507937;"GH16";"PROKKA_11788_1_GH16"
"PL7_5.hmm";267;"PROKKA_11827";465;4e-107;1;267;189;460;0,996254682;"PL7";"PROKKA_11827_1_PL7"
"GH13_13.hmm";361;"PROKKA_11874";936;4e-152;1;360;332;748;0,994459834;"GH13";"PROKKA_11874_1_GH13"
"GH3.hmm";216;"PROKKA_11891";864;1,4e-68;8;216;151;371;0,962962963;"GH3";"PROKKA_11891_1_GH3"
"GH3.hmm";216;"PROKKA_11898";868;1,2e-58;3;215;82;302;0,981481481;"GH3";"PROKKA_11898_1_GH3"
"GH5_25.hmm";262;"PROKKA_11899";373;7,1e-66;1;260;87;345;0,988549618;"GH5";"PROKKA_11899_1_GH5"
"CE14.hmm";124;"PROKKA_11995";288;2,5e-22;1;124;49;167;0,991935484;"CE14";"PROKKA_11995_1_CE14"
"GT51.hmm";177;"PROKKA_12105";839;1,2e-62;3;176;28;200;0,97740113;"GT51";"PROKKA_12105_1_GT51"
"GH13_18.hmm";343;"PROKKA_12129";590;7,7e-141;2;343;98;438;0,994169096;"GH13";"PROKKA_12129_1_GH13"
"CE4.hmm";130;"PROKKA_12169";215;1,8e-25;7;125;26;148;0,907692308;"CE4";"PROKKA_12169_1_CE4"
"GT9.hmm";225;"PROKKA_12222";348;1e-32;3;196;74;289;0,857777778;"GT9";"PROKKA_12222_1_GT9"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_12229";253;4,4e-37;1;144;3;140;0,841176471;"GT2";"PROKKA_12229_1_GT2"
"GT26.hmm";171;"PROKKA_12232";246;2,5e-62;2;171;56;226;0,988304094;"GT26";"PROKKA_12232_1_GT26"
"GH23.hmm";135;"PROKKA_12247";520;2,7e-25;2;122;153;289;0,888888889;"GH23";"PROKKA_12247_1_GH23"
"GT28.hmm";157;"PROKKA_12300";365;3,1e-47;1;156;194;349;0,987261146;"GT28";"PROKKA_12300_1_GT28"
"GH113.hmm";306;"PROKKA_12326";335;1,6e-110;1;306;24;328;0,996732026;"GH113";"PROKKA_12326_1_GH113"
"GT2_Glyco_tranf_2_3.hmm";230;"PROKKA_12332";478;2,7e-25;4;227;37;262;0,969565217;"GT2";"PROKKA_12332_1_GT2"
"GH73.hmm";128;"PROKKA_12336";281;5,1e-36;2;128;74;203;0,984375;"GH73";"PROKKA_12336_1_GH73"
"CBM9.hmm";182;"PROKKA_12369";258;2e-44;1;182;50;254;0,994505495;"CBM9";"PROKKA_12369_1_CBM9"
"GT4.hmm";160;"PROKKA_12491";378;1,4e-20;5;146;196;336;0,88125;"GT4";"PROKKA_12491_1_GT4"
"GH23.hmm";135;"PROKKA_12522";680;2,4e-25;15;124;522;672;0,807407407;"GH23";"PROKKA_12522_1_GH23"
"GH3.hmm";216;"PROKKA_12648";788;4,6e-67;3;215;115;347;0,981481481;"GH3";"PROKKA_12648_1_GH3"
"GH105.hmm";332;"PROKKA_12672";1017;1,6e-81;7;332;53;366;0,978915663;"GH105";"PROKKA_12672_1_GH105"
"GH154.hmm";348;"PROKKA_12672";1017;1,1e-88;1;347;390;744;0,994252874;"GH154";"PROKKA_12672_1_GH154"
"GT19.hmm";354;"PROKKA_12754";374;8,8e-127;2;352;4;351;0,988700565;"GT19";"PROKKA_12754_1_GT19"
"CE1.hmm";227;"PROKKA_12758";718;7,4e-17;5;208;476;695;0,894273128;"CE1";"PROKKA_12758_1_CE1"
"CE14.hmm";124;"PROKKA_12860";835;1,1e-16;1;113;50;161;0,903225806;"CE14";"PROKKA_12860_1_CE14"
"CE11.hmm";271;"PROKKA_12908";465;4,2e-73;1;228;5;233;0,837638376;"CE11";"PROKKA_12908_1_CE11"
"GT30.hmm";177;"PROKKA_12930";413;1,6e-47;9;176;42;206;0,943502825;"GT30";"PROKKA_12930_1_GT30"
"CE9.hmm";373;"PROKKA_13128";382;1,9e-116;3;373;8;373;0,991957105;"CE9";"PROKKA_13128_1_CE9"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_13160";333;3,1e-20;2;166;5;179;0,964705882;"GT2";"PROKKA_13160_1_GT2"
"GH23.hmm";135;"PROKKA_13200";312;1,1e-24;5;127;106;240;0,903703704;"GH23";"PROKKA_13200_1_GH23"
"GT4.hmm";160;"PROKKA_13333";400;9,3e-23;5;155;220;372;0,9375;"GT4";"PROKKA_13333_1_GT4"
"GT25.hmm";181;"PROKKA_13378";249;7,3e-24;3;179;5;173;0,972375691;"GT25";"PROKKA_13378_1_GT25"
"GT9.hmm";225;"PROKKA_13449";358;7,4e-25;28;220;120;332;0,853333333;"GT9";"PROKKA_13449_1_GT9"
"GH3.hmm";216;"PROKKA_13509";756;4,1e-62;3;215;96;317;0,981481481;"GH3";"PROKKA_13509_1_GH3"
"CE1.hmm";227;"PROKKA_13512";264;5e-61;1;224;8;258;0,982378855;"CE1";"PROKKA_13512_1_CE1"
"GH29.hmm";346;"PROKKA_13517";445;2,4e-100;24;346;20;360;0,930635838;"GH29";"PROKKA_13517_1_GH29"
"GH29.hmm";346;"PROKKA_13520";488;9,3e-83;39;339;35;351;0,867052023;"GH29";"PROKKA_13520_1_GH29"
"GH109.hmm";126;"PROKKA_13529";118;2,1e-17;1;114;4;108;0,896825397;"GH109";"PROKKA_13529_1_GH109"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_13561";242;1,2e-30;2;169;8;174;0,982352941;"GT2";"PROKKA_13561_1_GT2"
"GH23.hmm";135;"PROKKA_13610";310;3,6e-21;2;123;95;228;0,896296296;"GH23";"PROKKA_13610_1_GH23"
"GT4.hmm";160;"PROKKA_13696";377;5,2e-28;3;160;188;347;0,98125;"GT4";"PROKKA_13696_1_GT4"
"GT51.hmm";177;"PROKKA_13768";959;2e-63;1;176;95;270;0,988700565;"GT51";"PROKKA_13768_1_GT51"
"AA2.hmm";255;"PROKKA_13872";744;6,9e-16;18;253;468;738;0,921568627;"AA2";"PROKKA_13872_1_AA2"
"GH109.hmm";126;"PROKKA_13877";430;6,2e-25;1;122;36;159;0,96031746;"GH109";"PROKKA_13877_1_GH109"
"CBM9.hmm";182;"PROKKA_13905";722;2,2e-21;1;160;40;207;0,873626374;"CBM9";"PROKKA_13905_1_CBM9"
"GT4.hmm";160;"PROKKA_13906";379;7,9e-18;7;155;200;349;0,925;"GT4";"PROKKA_13906_1_GT4"
"CBM67.hmm";176;"PROKKA_14062";1089;8,2e-27;3;169;157;331;0,943181818;"CBM67";"PROKKA_14062_1_CBM67"
"GH78.hmm";504;"PROKKA_14062";1089;2,2e-100;2;504;388;895;0,996031746;"GH78";"PROKKA_14062_1_GH78"
"GH73.hmm";128;"PROKKA_14189";261;4,5e-22;11;126;131;256;0,8984375;"GH73";"PROKKA_14189_1_GH73"
"GH3.hmm";216;"PROKKA_14193";581;1e-52;7;216;85;323;0,967592593;"GH3";"PROKKA_14193_1_GH3"
"CE1.hmm";227;"PROKKA_14321";214;6,5e-16;7;202;3;190;0,859030837;"CE1";"PROKKA_14321_1_CE1"
"GT4.hmm";160;"PROKKA_14373";361;1,5e-22;12;155;187;331;0,89375;"GT4";"PROKKA_14373_1_GT4"
"GT4.hmm";160;"PROKKA_14374";358;3,4e-18;12;156;181;327;0,9;"GT4";"PROKKA_14374_1_GT4"
"GH23.hmm";135;"PROKKA_14397";499;1,1e-26;2;121;135;270;0,881481481;"GH23";"PROKKA_14397_1_GH23"
"GT51.hmm";177;"PROKKA_14401";767;1,6e-57;2;176;64;241;0,983050847;"GT51";"PROKKA_14401_1_GT51"
"GT9.hmm";225;"PROKKA_14424";346;1,9e-33;3;212;74;313;0,928888889;"GT9";"PROKKA_14424_1_GT9"
"GH113.hmm";306;"PROKKA_14448";334;4,9e-111;1;306;24;328;0,996732026;"GH113";"PROKKA_14448_1_GH113"
"GT2_Glyco_tranf_2_3.hmm";230;"PROKKA_14454";497;4e-25;2;227;55;281;0,97826087;"GT2";"PROKKA_14454_1_GT2"
"PL7_5.hmm";267;"PROKKA_14481";316;1e-103;1;267;51;312;0,996254682;"PL7";"PROKKA_14481_1_PL7"
"GH31.hmm";427;"PROKKA_14820";802;1,2e-166;1;427;230;675;0,99765808;"GH31";"PROKKA_14820_1_GH31"
"CBM48.hmm";76;"PROKKA_14821";636;5,6e-17;2;71;29;117;0,907894737;"CBM48";"PROKKA_14821_1_CBM48"
"GH13_9.hmm";301;"PROKKA_14821";636;6,7e-152;1;301;184;484;0,996677741;"GH13";"PROKKA_14821_1_GH13"
"GT5.hmm";472;"PROKKA_14823";466;1,1e-146;1;471;2;461;0,995762712;"GT5";"PROKKA_14823_1_GT5"
"CE14.hmm";124;"PROKKA_14834";241;1e-23;1;124;6;111;0,991935484;"CE14";"PROKKA_14834_1_CE14"
"PL7.hmm";231;"PROKKA_14852";691;3,8e-26;4;231;439;689;0,982683983;"PL7";"PROKKA_14852_1_PL7"
"GH9.hmm";418;"PROKKA_14867";1140;1,8e-132;1;416;24;469;0,992822967;"GH9";"PROKKA_14867_1_GH9"
"GT2_Glyco_tranf_2_3.hmm";230;"PROKKA_14927";503;4,2e-26;1;228;51;279;0,986956522;"GT2";"PROKKA_14927_1_GT2"
"CE9.hmm";373;"PROKKA_15133";379;9,3e-113;4;373;9;373;0,989276139;"CE9";"PROKKA_15133_1_CE9"
"GT4.hmm";160;"PROKKA_15168";353;2,6e-24;7;155;177;319;0,925;"GT4";"PROKKA_15168_1_GT4"
"GT51.hmm";177;"PROKKA_15255";761;2,7e-60;1;177;63;239;0,994350282;"GT51";"PROKKA_15255_1_GT51"
"GH23.hmm";135;"PROKKA_15259";472;6,5e-25;2;128;140;282;0,933333333;"GH23";"PROKKA_15259_1_GH23"
"GT4.hmm";160;"PROKKA_15283";389;3,9e-23;5;153;214;354;0,925;"GT4";"PROKKA_15283_1_GT4"
"CE1.hmm";227;"PROKKA_15285";324;4,3e-35;6;217;56;312;0,929515419;"CE1";"PROKKA_15285_1_CE1"
"GH13_36.hmm";314;"PROKKA_15286";612;3e-56;1;312;160;474;0,99044586;"GH13";"PROKKA_15286_1_GH13"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_15396";333;5,3e-21;2;169;5;182;0,982352941;"GT2";"PROKKA_15396_1_GT2"
"GH16.hmm";189;"PROKKA_15404";268;8,8e-58;2;189;38;265;0,989417989;"GH16";"PROKKA_15404_1_GH16"
"GH16.hmm";189;"PROKKA_15452";333;9,2e-57;2;189;24;248;0,989417989;"GH16";"PROKKA_15452_1_GH16"
"GH3.hmm";216;"PROKKA_15454";764;1,1e-70;6;216;119;344;0,972222222;"GH3";"PROKKA_15454_1_GH3"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_15529";320;6,2e-30;1;168;4;167;0,982352941;"GT2";"PROKKA_15529_1_GT2"
"GH23.hmm";135;"PROKKA_15537";305;3,2e-21;2;130;93;233;0,948148148;"GH23";"PROKKA_15537_1_GH23"
"GT4.hmm";160;"PROKKA_15580";405;1e-20;6;157;216;374;0,94375;"GT4";"PROKKA_15580_1_GT4"
"GH3.hmm";216;"PROKKA_15592";961;5,8e-56;7;215;88;311;0,962962963;"GH3";"PROKKA_15592_1_GH3"
"GT4.hmm";160;"PROKKA_15650";336;1,8e-23;7;151;163;301;0,9;"GT4";"PROKKA_15650_1_GT4"
"GT4.hmm";160;"PROKKA_15652";367;7,6e-24;9;157;189;339;0,925;"GT4";"PROKKA_15652_1_GT4"
"CE4.hmm";130;"PROKKA_15656";283;1,3e-19;12;127;26;145;0,884615385;"CE4";"PROKKA_15656_1_CE4"
"GT30.hmm";177;"PROKKA_15733";413;6,9e-43;10;176;45;207;0,937853107;"GT30";"PROKKA_15733_1_GT30"
"GH16.hmm";189;"PROKKA_15734";255;1,2e-58;3;189;28;253;0,984126984;"GH16";"PROKKA_15734_1_GH16"
"GH3.hmm";216;"PROKKA_15735";772;8,6e-65;3;215;119;340;0,981481481;"GH3";"PROKKA_15735_1_GH3"
"GT19.hmm";354;"PROKKA_15785";376;2,5e-109;1;352;5;358;0,991525424;"GT19";"PROKKA_15785_1_GT19"
"GT30.hmm";177;"PROKKA_15855";427;1,9e-63;2;176;34;212;0,983050847;"GT30";"PROKKA_15855_1_GT30"
"GT9.hmm";225;"PROKKA_15857";358;9e-47;3;205;75;302;0,897777778;"GT9";"PROKKA_15857_1_GT9"
"PL6.hmm";372;"PROKKA_15888";766;6e-137;2;370;26;396;0,989247312;"PL6";"PROKKA_15888_1_PL6"
"PL17.hmm";139;"PROKKA_15889";745;7,6e-52;1;138;397;536;0,985611511;"PL17";"PROKKA_15889_1_PL17"
"PL7_5.hmm";267;"PROKKA_15931";359;1,1e-102;1;267;41;352;0,996254682;"PL7";"PROKKA_15931_1_PL7"
"PL7_5.hmm";267;"PROKKA_15970";369;1,8e-104;1;266;51;360;0,992509363;"PL7";"PROKKA_15970_1_PL7"
"GH13.hmm";299;"PROKKA_15979";452;4,2e-53;11;290;49;339;0,933110368;"GH13";"PROKKA_15979_1_GH13"
"GH13_36.hmm";314;"PROKKA_15980";562;1,3e-120;1;313;79;394;0,993630573;"GH13";"PROKKA_15980_1_GH13"
"GH15.hmm";361;"PROKKA_16018";590;5,9e-74;2;360;220;581;0,991689751;"GH15";"PROKKA_16018_1_GH15"
"GT20.hmm";475;"PROKKA_16019";735;1,6e-174;13;474;2;470;0,970526316;"GT20";"PROKKA_16019_1_GT20"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_16109";240;3,2e-26;2;167;6;170;0,970588235;"GT2";"PROKKA_16109_1_GT2"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_16204";369;6,2e-21;1;165;43;202;0,964705882;"GT2";"PROKKA_16204_1_GT2"
"PL7_3.hmm";214;"PROKKA_16272";581;5,8e-64;1;214;36;270;0,995327103;"PL7";"PROKKA_16272_1_PL7"
"CBM32.hmm";124;"PROKKA_16272";581;9,2e-18;5;122;367;490;0,943548387;"CBM32";"PROKKA_16272_1_CBM32"
"GH103.hmm";295;"PROKKA_16377";326;2,2e-74;1;295;26;320;0,996610169;"GH103";"PROKKA_16377_1_GH103"
"GT4.hmm";160;"PROKKA_16465";379;6,3e-37;7;153;197;340;0,9125;"GT4";"PROKKA_16465_1_GT4"
"CE1.hmm";227;"PROKKA_16494";267;3,4e-32;5;207;30;234;0,889867841;"CE1";"PROKKA_16494_1_CE1"
"GH13.hmm";299;"PROKKA_16501";478;4,2e-54;11;290;53;356;0,933110368;"GH13";"PROKKA_16501_1_GH13"
"GH13_31.hmm";349;"PROKKA_16503";558;1,3e-139;1;349;34;378;0,99713467;"GH13";"PROKKA_16503_1_GH13"
"GH3.hmm";216;"PROKKA_16591";748;1,1e-67;4;216;115;342;0,981481481;"GH3";"PROKKA_16591_1_GH3"
"GH16.hmm";189;"PROKKA_16592";372;1,6e-52;2;188;139;367;0,984126984;"GH16";"PROKKA_16592_1_GH16"
"GH5_42.hmm";254;"PROKKA_16620";505;2,7e-121;1;254;216;469;0,996062992;"GH5";"PROKKA_16620_1_GH5"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_16623";406;2,2e-21;2;165;141;306;0,958823529;"GT2";"PROKKA_16623_1_GT2"
"CE11.hmm";271;"PROKKA_16633";464;5,7e-91;1;270;5;299;0,992619926;"CE11";"PROKKA_16633_1_CE11"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_16665";336;1,1e-32;1;163;7;168;0,952941176;"GT2";"PROKKA_16665_1_GT2"
"GH3.hmm";216;"PROKKA_16681";987;8,9e-60;5;216;102;341;0,976851852;"GH3";"PROKKA_16681_1_GH3"
"GT4.hmm";160;"PROKKA_16682";379;2,6e-34;6;153;195;339;0,91875;"GT4";"PROKKA_16682_1_GT4"
"CE3.hmm";194;"PROKKA_16714";253;2,1e-17;3;193;73;247;0,979381443;"CE3";"PROKKA_16714_1_CE3"
"CE14.hmm";124;"PROKKA_16722";241;2,4e-22;1;124;6;111;0,991935484;"CE14";"PROKKA_16722_1_CE14"
"CE14.hmm";124;"PROKKA_16733";839;1,1e-16;1;115;45;158;0,919354839;"CE14";"PROKKA_16733_1_CE14"
"CBM47.hmm";128;"PROKKA_16805";863;1,4e-32;2;128;98;228;0,984375;"CBM47";"PROKKA_16805_1_CBM47"
"CBM6.hmm";138;"PROKKA_16805";863;5,6e-27;9;136;252;380;0,920289855;"CBM6";"PROKKA_16805_1_CBM6"
"CE1.hmm";227;"PROKKA_16898";214;6,8e-16;9;202;5;190;0,850220264;"CE1";"PROKKA_16898_1_CE1"
"GH16.hmm";189;"PROKKA_16923";380;4,1e-27;3;188;49;374;0,978835979;"GH16";"PROKKA_16923_1_GH16"
"CE4.hmm";130;"PROKKA_16963";221;1,8e-25;7;118;26;149;0,853846154;"CE4";"PROKKA_16963_1_CE4"
"PL6_2.hmm";356;"PROKKA_16972";873;1e-132;2;356;42;434;0,994382022;"PL6";"PROKKA_16972_1_PL6"
"GH23.hmm";135;"PROKKA_17098";458;1,6e-24;2;121;162;297;0,881481481;"GH23";"PROKKA_17098_1_GH23"
"GT51.hmm";177;"PROKKA_17102";761;1,1e-59;1;177;63;239;0,994350282;"GT51";"PROKKA_17102_1_GT51"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_17114";240;1e-30;2;167;6;171;0,970588235;"GT2";"PROKKA_17114_1_GT2"
"GT4.hmm";160;"PROKKA_17159";379;8e-25;4;148;197;332;0,9;"GT4";"PROKKA_17159_1_GT4"
"GT4.hmm";160;"PROKKA_17165";384;1,1e-34;8;158;194;353;0,9375;"GT4";"PROKKA_17165_1_GT4"
"GT4.hmm";160;"PROKKA_17167";379;5,9e-18;8;151;201;344;0,89375;"GT4";"PROKKA_17167_1_GT4"
"GT4.hmm";160;"PROKKA_17168";366;9,5e-27;7;153;178;325;0,9125;"GT4";"PROKKA_17168_1_GT4"
"GT4.hmm";160;"PROKKA_17170";336;2,5e-25;23;157;175;309;0,8375;"GT4";"PROKKA_17170_1_GT4"
"GH13_18.hmm";343;"PROKKA_17379";996;8,2e-141;2;343;506;847;0,994169096;"GH13";"PROKKA_17379_1_GH13"
"GH73.hmm";128;"PROKKA_17394";346;1,2e-33;5;125;204;338;0,9375;"GH73";"PROKKA_17394_1_GH73"
"GT4.hmm";160;"PROKKA_17503";389;8,5e-26;6;153;215;354;0,91875;"GT4";"PROKKA_17503_1_GT4"
"GH23.hmm";135;"PROKKA_17525";499;2e-26;2;122;135;271;0,888888889;"GH23";"PROKKA_17525_1_GH23"
"CBM50.hmm";40;"PROKKA_17525";499;3,9e-16;1;39;452;495;0,95;"CBM50";"PROKKA_17525_1_CBM50"
"GT51.hmm";177;"PROKKA_17529";767;4,7e-57;2;176;64;241;0,983050847;"GT51";"PROKKA_17529_1_GT51"
"GT9.hmm";225;"PROKKA_17553";332;1,9e-34;3;205;60;289;0,897777778;"GT9";"PROKKA_17553_1_GT9"
"CE4.hmm";130;"PROKKA_17729";214;3,3e-28;5;124;24;147;0,915384615;"CE4";"PROKKA_17729_1_CE4"
"GH3.hmm";216;"PROKKA_17761";751;4,2e-68;3;215;96;317;0,981481481;"GH3";"PROKKA_17761_1_GH3"
"CE1.hmm";227;"PROKKA_17763";294;1,2e-27;7;209;55;270;0,889867841;"CE1";"PROKKA_17763_1_CE1"
"GH3.hmm";216;"PROKKA_17764";743;3,1e-64;2;215;73;293;0,986111111;"GH3";"PROKKA_17764_1_GH3"
"GH1.hmm";429;"PROKKA_17766";463;2,4e-188;3;427;2;456;0,988344988;"GH1";"PROKKA_17766_1_GH1"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_17797";319;1,9e-30;1;166;4;165;0,970588235;"GT2";"PROKKA_17797_1_GT2"
"CE1.hmm";227;"PROKKA_17825";276;5,7e-19;1;208;46;255;0,911894273;"CE1";"PROKKA_17825_1_CE1"
"CE1.hmm";227;"PROKKA_17973";213;5,7e-16;24;207;15;194;0,806167401;"CE1";"PROKKA_17973_1_CE1"
"CE14.hmm";124;"PROKKA_17987";239;1,3e-22;1;124;6;111;0,991935484;"CE14";"PROKKA_17987_1_CE14"
"GH23.hmm";135;"PROKKA_18210";301;2,1e-20;2;125;92;227;0,911111111;"GH23";"PROKKA_18210_1_GH23"
"CBM4.hmm";126;"PROKKA_18272";664;6e-21;2;126;381;504;0,984126984;"CBM4";"PROKKA_18272_1_CBM4"
"GH16.hmm";189;"PROKKA_18273";577;8,1e-56;2;188;348;574;0,984126984;"GH16";"PROKKA_18273_1_GH16"
"GT51.hmm";177;"PROKKA_18374";787;1,1e-58;2;176;71;252;0,983050847;"GT51";"PROKKA_18374_1_GT51"
"PL6.hmm";372;"PROKKA_18404";872;3,7e-81;7;357;32;414;0,940860215;"PL6";"PROKKA_18404_1_PL6"
"GH73.hmm";128;"PROKKA_18410";298;2,3e-34;2;128;97;226;0,984375;"GH73";"PROKKA_18410_1_GH73"
"GT19.hmm";354;"PROKKA_18445";370;4,8e-115;2;351;4;350;0,985875706;"GT19";"PROKKA_18445_1_GT19"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_18464";371;4,3e-24;1;154;41;195;0,9;"GT2";"PROKKA_18464_1_GT2"
"GT4.hmm";160;"PROKKA_18575";334;9,2e-33;7;152;155;301;0,90625;"GT4";"PROKKA_18575_1_GT4"
"GT30.hmm";177;"PROKKA_18592";411;2,8e-49;11;176;44;205;0,93220339;"GT30";"PROKKA_18592_1_GT30"
"GT9.hmm";225;"PROKKA_18693";326;2e-39;3;221;64;308;0,968888889;"GT9";"PROKKA_18693_1_GT9"
"GT4.hmm";160;"PROKKA_18723";376;5,7e-21;8;150;197;340;0,8875;"GT4";"PROKKA_18723_1_GT4"
"GT4.hmm";160;"PROKKA_18724";369;6,3e-30;4;156;185;343;0,95;"GT4";"PROKKA_18724_1_GT4"
"GT4.hmm";160;"PROKKA_18726";391;3,3e-31;6;152;210;356;0,9125;"GT4";"PROKKA_18726_1_GT4"
"GT4.hmm";160;"PROKKA_18727";396;1,6e-33;7;148;209;349;0,88125;"GT4";"PROKKA_18727_1_GT4"
"GT4.hmm";160;"PROKKA_18728";368;4e-24;3;148;185;326;0,90625;"GT4";"PROKKA_18728_1_GT4"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_18734";306;8,6e-21;2;149;7;149;0,864705882;"GT2";"PROKKA_18734_1_GT2"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_18742";280;2,6e-19;1;166;4;160;0,970588235;"GT2";"PROKKA_18742_1_GT2"
"GT2_Glyco_tranf_2_3.hmm";230;"PROKKA_18743";313;3,7e-18;1;211;4;214;0,913043478;"GT2";"PROKKA_18743_1_GT2"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_18768";238;1,3e-26;1;145;6;148;0,847058824;"GT2";"PROKKA_18768_1_GT2"
"GH13_18.hmm";343;"PROKKA_18842";596;7,2e-142;2;343;105;445;0,994169096;"GH13";"PROKKA_18842_1_GH13"
"AA6.hmm";195;"PROKKA_18855";206;6,6e-67;2;194;10;197;0,984615385;"AA6";"PROKKA_18855_1_AA6"
"CE14.hmm";124;"PROKKA_18975";239;7,8e-25;1;124;6;111;0,991935484;"CE14";"PROKKA_18975_1_CE14"
"GT4.hmm";160;"PROKKA_19002";373;2,4e-36;6;156;195;342;0,9375;"GT4";"PROKKA_19002_1_GT4"
"GT9.hmm";225;"PROKKA_19172";324;2,3e-33;3;200;60;278;0,875555556;"GT9";"PROKKA_19172_1_GT9"
"GT4.hmm";160;"PROKKA_19213";368;1e-28;3;148;195;330;0,90625;"GT4";"PROKKA_19213_1_GT4"
"GT4.hmm";160;"PROKKA_19215";363;3,7e-24;9;157;188;330;0,925;"GT4";"PROKKA_19215_1_GT4"
"GH8.hmm";320;"PROKKA_19317";460;3,2e-80;2;319;44;365;0,990625;"GH8";"PROKKA_19317_1_GH8"
"GH43_1.hmm";310;"PROKKA_19424";352;6,5e-161;1;310;34;343;0,996774194;"GH43";"PROKKA_19424_1_GH43"
"GH82.hmm";185;"PROKKA_19440";796;1,2e-32;9;184;46;228;0,945945946;"GH82";"PROKKA_19440_1_GH82"
"GH110.hmm";548;"PROKKA_19443";605;3,1e-152;11;548;34;577;0,979927007;"GH110";"PROKKA_19443_1_GH110"
"GH110.hmm";548;"PROKKA_19449";608;4,2e-153;2;548;23;572;0,996350365;"GH110";"PROKKA_19449_1_GH110"
"GH150.hmm";907;"PROKKA_19450";952;0;3;906;40;949;0,995589857;"GH150";"PROKKA_19450_1_GH150"
"PL31.hmm";187;"PROKKA_19455";395;1,3e-53;1;187;58;269;0,994652406;"PL31";"PROKKA_19455_1_PL31"
